SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Specials Comp,ADL Suppliers,MEL Suppliers
125050P,Sirena,Tuna in Oil Italian Style,Pantry,2.7,2.7,0.0,95g,95g,,,True,"['971920 ICONIC FOOD DISTRIBUTION PTY LTD', '730475 VALCORP FINE FOODS P/L']","['971920 ICONIC FOOD DISTRIBUTION PTY LTD', '730475 VALCORP FINE FOODS P/L']"
329243P,Arnott's,Teddy Bear Biscuits,Back to School,2.0,2.0,0.0,250g,250g,$pecials,$pecials,True,"[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]","[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]"
2682466P,Coles,Lavender & Aromat Sage Air Freshener,Household,1.9,1.9,0.0,150g,150g,,,True,['655091 AARON LABORATORIES P/L'],['655091 AARON LABORATORIES P/L']
3736414P,Arkadia,Vegan Chai Tea,Pantry,6.5,6.5,0.0,240g,240g,,,True,['943657 DKSH GROCERY CONNECT P/L'],['943657 DKSH GROCERY CONNECT P/L']
8843149P,Absolut,Vodka 200mL,Liquor,23.0,23.0,0.0,1 Each,1 Each,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
7945314P,Listerine,Fresh Burst Mouthwash,Health & Beauty,8.5,9.39,0.8900000000000006,1L,1L,,,True,"['612359 PFIZER CONSUMER HEALTHCARE', '24058 JOHNSON & JOHNSON PACIFIC P/L', '952478 PFIZER AUST P/L']","['612359 PFIZER CONSUMER HEALTHCARE', '24058 JOHNSON & JOHNSON PACIFIC P/L', '952478 PFIZER AUST P/L']"
340246P,International Roast,Instant Coffee,Pantry,11.0,11.0,0.0,500g,500g,,,True,['621994 NESTLE AUS'],['621994 NESTLE AUS']
5648602P,Nutrisoy,Organic Tasty Tempeh,"Dairy, Eggs & Meals",4.5,4.7,0.20000000000000018,300g,300g,,,True,"['753556 BRONHILL', '761834 ACCESS SALES (AUST) P/L', '7790 CENTRA FINE FOODS', '636282 CHOBANI PTY LTD', '728292 NUTRISOY P/L']","['753556 BRONHILL', '761834 ACCESS SALES (AUST) P/L', '7790 CENTRA FINE FOODS', '636282 CHOBANI PTY LTD', '728292 NUTRISOY P/L']"
3843323P,King Island,Smoked Camembert,"Dairy, Eggs & Meals",7.5,7.5,0.0,200g,200g,$pecials,$pecials,True,['971478 WARRNAMBOOL CHEESE & BUTTER'],['971478 WARRNAMBOOL CHEESE & BUTTER']
2378272P,Dole,Pineapple Chunks In Juice,Pantry,2.2,2.2,0.0,432g,432g,,,True,"['963410 PAVE BRANDS', '656186 COLES SUPERMARKETS (EXP)']","['963410 PAVE BRANDS', '656186 COLES SUPERMARKETS (EXP)']"
7488100P,Twinings,Pure Peppermint Tea Bags 80 pack,Pantry,11.2,11.2,0.0,160g,160g,,,True,['941157 TWININGS & CO'],['941157 TWININGS & CO']
1262374P,Earth Choice,Citrus Fresh Dishwasher Powder,Household,9.0,9.0,0.0,1kg,1kg,$pecials,$pecials,True,['653217 NATURES ORGANICS P/L'],['653217 NATURES ORGANICS P/L']
3615114P,Voost,Collagen Effervescent,Health & Beauty,10.4,10.4,0.0,40 pack,40 pack,$pecials,$pecials,True,['970809 VITAMINHAUS PTY LTD'],['970809 VITAMINHAUS PTY LTD']
3219230P,The Food Company,Chopped Garlic,Pantry,5.0,5.0,0.0,375g,375g,,,True,"['945708 THE FOOD CO', '975455 THE FOOD COMPANY']","['945708 THE FOOD CO', '975455 THE FOOD COMPANY']"
7906196P,Coles,Spring Water 1.5L,Back to School,6.0,5.5,0.5,8 pack,8 pack,,,True,"['954322 AUSSIE NATURAL SPRING WATER', '943321 MOUNTAIN H2O P/L HOUSEBRAND', '44059 ASAHI BEVERAGES PTY LTD']","['954322 AUSSIE NATURAL SPRING WATER', '943321 MOUNTAIN H2O P/L HOUSEBRAND', '44059 ASAHI BEVERAGES PTY LTD']"
3449398P,Arnott's,Honey Soy Chicken Cracker Chips,Back to School,4.5,4.5,0.0,150g,150g,,,True,"[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]","[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]"
2610170P,Crest,Europe Travel Adaptor,Household,11.0,11.0,0.0,1 each,1 each,,,True,"['967823 CREST ELECTRONICS', '601748 THE CREST COMPANY']","['967823 CREST ELECTRONICS', '601748 THE CREST COMPANY']"
3519450P,Bosisto's,Waratah Flower Mint & Mandarin Body Wash,Health & Beauty,6.0,6.0,0.0,500mL,500mL,$pecials,$pecials,True,['109606 FELTON GRIMWADE & BICKFORD'],['109606 FELTON GRIMWADE & BICKFORD']
89106P,Rexona,Men Antiperspirant Aerosol Deodorant Original,Health & Beauty,5.0,5.0,0.0,250mL,250mL,$pecials,$pecials,True,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],['26867 UNILEVER A/ASIA HOME &PERSONAL C']
3269873P,Coles,Mi Goreng Noodle Cup,Pantry,1.0,1.0,0.0,75g,75g,,,True,"['944756 THE GREEN GROUP (AUST) P/L (HOUS', '974082 THE GREEN GROUP PTY LTD']","['944756 THE GREEN GROUP (AUST) P/L (HOUS', '974082 THE GREEN GROUP PTY LTD']"
2472055P,Table Of Plenty,Spicy Dukkah,Pantry,3.6,3.6,0.0,45g,45g,,,True,"['974829 TABLE OF PLENTY', '953867 TABLE OF PLENTY']","['974829 TABLE OF PLENTY', '953867 TABLE OF PLENTY']"
3657613P,Grant Burge,Pinot Noir Chardonnay Rose NV 750mL,Liquor,20.0,20.0,0.0,1 Each,1 Each,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
5159016P,John West,Wild Alaskan Pink Salmon,Pantry,7.5,7.5,0.0,415g,415g,,,True,['14729 SIMPLOT AUST P/L'],['14729 SIMPLOT AUST P/L']
318542P,MasterFoods,Rosemary Leaves,Pantry,2.0,2.0,0.0,16g,16g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
6015930P,Praise,Caesar Salad Croutons,Summer Entertaining,4.0,4.0,0.0,150g,150g,,,True,['377996 GFCF (MEADOW LEA)'],['377996 GFCF (MEADOW LEA)']
1274828P,Blue Diamond,Almond Breeze Vanilla Flavoured Unsweetened Almond Milk,"Dairy, Eggs & Meals",2.7,2.7,0.0,1L,1L,$pecials,$pecials,True,"['612723 FREEDOM FOODS GROUP LTD', '973733 FREEDOM FOODS GROUP TRADING PTY']","['612723 FREEDOM FOODS GROUP LTD', '973733 FREEDOM FOODS GROUP TRADING PTY']"
5716429P,Barilla,Spaghettini No 3,Pantry,2.4,2.4,0.0,500g,500g,,,True,"['939143 BARILLA AUST P/L', '968533 BARILLA AUST P/L']","['939143 BARILLA AUST P/L', '968533 BARILLA AUST P/L']"
3399347P,Streets,Dairy Free Magnum Classic 3 pack,Frozen,5.0,5.0,0.0,270mL,270mL,$pecials,$pecials,True,['40622 STREETS ICE CREAM'],['40622 STREETS ICE CREAM']
2792420P,OB Finest,Cashew & Rosemary Crackers,Summer Entertaining,6.0,6.0,0.0,150g,150g,$pecials,$pecials,True,['971433 FINE FOOD HOLDINGS'],['971433 FINE FOOD HOLDINGS']
3696149P,Oral B,Pure Multi-Protect Toothpaste,Health & Beauty,10.0,10.0,0.0,100g,100g,,,True,['422720 PROCTER & GAMBLE AUST P/L'],['422720 PROCTER & GAMBLE AUST P/L']
3302764P,Garnier,Fructis Coconut Water Conditioner,Health & Beauty,3.5,3.5,0.0,315mL,315mL,$pecials,$pecials,True,"[""720488 L'OREAL AUST P/L""]","[""720488 L'OREAL AUST P/L""]"
8907252P,Orgran,Gluten Free Self Raising Flour,Pantry,3.35,3.4,0.04999999999999982,500g,500g,,,True,['722758 ROMA FOOD PRODUCTS'],['722758 ROMA FOOD PRODUCTS']
2898807P,BSC,High Protein Choc Mint Bar,Pantry,2.8,2.8,0.0,60g,60g,$pecials,$pecials,True,['961969 BSC BODY SCIENCE INTL P/L'],['961969 BSC BODY SCIENCE INTL P/L']
5228709P,Ansell,Large Super Rubber Gloves,Household,3.4,3.4,0.0,1 pair,1 pair,,,True,['930864 FREUDENBERG HOME &CLEANING SOLUT'],['930864 FREUDENBERG HOME &CLEANING SOLUT']
2654857P,Coles,Butterscotch,Pantry,1.0,1.0,0.0,112g,112g,,,True,"['972791 THE PRYDES CONFECTIONERY TRUST', '964549 PRYDES CONFECTIONERY CO (HOUSEBR']","['972791 THE PRYDES CONFECTIONERY TRUST', '964549 PRYDES CONFECTIONERY CO (HOUSEBR']"
7124690P,Gillette,Venus ComfortGlide White Tea Razor Blades,Health & Beauty,10.0,10.0,0.0,4 pack,4 pack,$pecials,$pecials,True,['422720 PROCTER & GAMBLE AUST P/L'],['422720 PROCTER & GAMBLE AUST P/L']
3726206P,Original Juice Co,Golden Hour Pressed,Drinks,5.5,5.5,0.0,1L,1L,$pecials,$pecials,True,['971628 THIRSTY BROTHERS'],['971628 THIRSTY BROTHERS']
5069310P,Nicabate,Clear Patch Quit Smoking Step 2 Patches 14mg,Pantry,35.0,35.0,0.0,7 pack,7 pack,,,True,"['41629 GLAXOSMITHKLINE AUST P/L', '971903 GLAXOSMITHKLINE CONSUMER HEALTHC']","['41629 GLAXOSMITHKLINE AUST P/L', '971903 GLAXOSMITHKLINE CONSUMER HEALTHC']"
3846434P,Nice & Natural,Apricot & Pumpkin Seeds Probiotic Oat Bars,Back to School,5.0,5.0,0.0,175g,175g,$pecials,$pecials,True,"['939012 COLES MYER LTD', '636541 SNACK BRANDS AUSTRALIA']","['939012 COLES MYER LTD', '636541 SNACK BRANDS AUSTRALIA']"
3081530P,Coles,Tomato Ketchup,Pantry,2.5,2.5,0.0,487mL,487mL,,,True,['22161 HJ HEINZ CO AUST LTD'],['22161 HJ HEINZ CO AUST LTD']
3389503P,Nice & Natural,Coconut & Dark Chocolate Protein Nut Bars 5 pack,Back to School,3.0,3.0,0.0,165g,165g,$pecials,$pecials,True,"['954097 GRIFFINS FOODS LTD', '636541 SNACK BRANDS AUSTRALIA']","['954097 GRIFFINS FOODS LTD', '636541 SNACK BRANDS AUSTRALIA']"
6879881P,Whispers,Sparkling White 750mL,Liquor,5.0,5.0,0.0,1 Each,1 Each,,,True,"['963979 MAX LIQUOR SUPPLIES', '954413 LITTORE FAMILY WINES P/L']","['963979 MAX LIQUOR SUPPLIES', '954413 LITTORE FAMILY WINES P/L']"
5118110P,Moro,Delicado Light Taste Olive Oil,Pantry,9.0,9.0,0.0,1L,1L,$pecials,$pecials,True,['8508 CONGA FOOD'],['8508 CONGA FOOD']
4515283P,Coles,Durum Wheat Rigatoni Pasta,Pantry,1.2,1.2,0.0,500g,500g,,,True,"['651893 SAN REMO MACARONI CO P/L HOUSEBR', '38199 RINOLDI PASTA P/L (PRIVATE LABEL']","['651893 SAN REMO MACARONI CO P/L HOUSEBR', '38199 RINOLDI PASTA P/L (PRIVATE LABEL']"
3476710P,Seeds Of Change,Brown Rice Pilau With Turmeric Pouch,Pantry,3.5,3.5,0.0,240g,240g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
9795405P,Coles,BBQ Trays,Household,4.0,4.0,0.0,4 pack,4 pack,,,True,"['656232 KINGFOIL CONTAINERS P/L', '971313 INTERNATIONAL CONSOLIDATED BUSIN', '953144 CONFOIL P/L']","['656232 KINGFOIL CONTAINERS P/L', '971313 INTERNATIONAL CONSOLIDATED BUSIN', '953144 CONFOIL P/L']"
6325700P,Sunsweet,Dried Pitted Prunes,Pantry,3.8,3.8,0.0,200g,200g,,,True,['638366 GROCERY CORPORATION PTY LTD'],['638366 GROCERY CORPORATION PTY LTD']
5267766P,Paul Newman's Own,Ranch Salad Dressing,Summer Entertaining,3.0,3.0,0.0,250mL,250mL,$pecials,$pecials,True,"['377996 GFCF (MEADOW LEA)', '32077 MANASSEN FOODS AUST P/L', '944605 GOODMAN FIELDER CONSUMER FOODS']","['377996 GFCF (MEADOW LEA)', '32077 MANASSEN FOODS AUST P/L', '944605 GOODMAN FIELDER CONSUMER FOODS']"
130130P,Peck's,Anchovette Spread,Back to School,1.9,1.9,0.0,50g,50g,,,True,['407364 GENERAL MILLS AUST P/L'],['407364 GENERAL MILLS AUST P/L']
3478997P,Coles,Street Tortilla Wraps 10 Pack,Bakery,2.8,2.8,0.0,280g,280g,,,True,"['951699 AIR GUITAR AUSTRALIA', '953327 GRUMA OCEANIA P/L', '953328 GRUMA OCEANIA P/L (HOUSE BRAND)']","['951699 AIR GUITAR AUSTRALIA', '953327 GRUMA OCEANIA P/L', '953328 GRUMA OCEANIA P/L (HOUSE BRAND)']"
4894240P,Coles,Half Celery,Fruit & Vegetables,1.8,1.2,0.6000000000000001,1 each,1 each,,,True,"['942633 CARTER & SPENCER NORTH QLD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD']","['942633 CARTER & SPENCER NORTH QLD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD']"
3588055P,Maltesers,Buttons Milk Chocolate Bag Medium,Pantry,3.0,3.0,0.0,120g,120g,$pecials,$pecials,True,['30724 MARS CHOCOLATE'],['30724 MARS CHOCOLATE']
6577554P,XXXX,Gold Block Can 375mL,Liquor,47.0,43.0,4.0,30 Pack,30 Pack,$pecials,$pecials,True,"['47082 TOOHEYS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '169871 CASTLEMAINE PERKINS LTD', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '254762 THE SOUTH AUST BREWING CO P/L']","['47082 TOOHEYS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '169871 CASTLEMAINE PERKINS LTD', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '254762 THE SOUTH AUST BREWING CO P/L']"
5889755P,Palmolive,Naturals Intensive Moisture Conditioner,Health & Beauty,3.0,3.0,0.0,350ml,350ml,,,True,"['51977 COLGATE PALMOLIVE P/L', '924822 COLGATE PALMOLIVE PTY LTD']","['51977 COLGATE PALMOLIVE P/L', '924822 COLGATE PALMOLIVE PTY LTD']"
101929P,Pleasant Valley,Australian Tawny Flagon 2 Litre,Liquor,13.0,13.0,0.0,1 Each,1 Each,,,True,"['722502 AUSTRAL WINES P/L', '963979 MAX LIQUOR SUPPLIES', '805291 LIQUOR CONNECTION']","['722502 AUSTRAL WINES P/L', '963979 MAX LIQUOR SUPPLIES', '805291 LIQUOR CONNECTION']"
6670935P,Coles Deli,Meredith Dairy Plain Chevre,Summer Entertaining,9.0,9.0,0.0,150g,150g,,,True,"['958093 AUSTRALIA ON A PLATE P/L', '933753 BLACK PEARL EPICURE', '957674 SAY CHEESE WHOLESALE', '970508 MEREDITH DAIRY PTY LTD', '957655 BLUE COW CHEESE COMPANY', '957069 CALENDAR CHEESE CO P/L']","['958093 AUSTRALIA ON A PLATE P/L', '933753 BLACK PEARL EPICURE', '957674 SAY CHEESE WHOLESALE', '970508 MEREDITH DAIRY PTY LTD', '957655 BLUE COW CHEESE COMPANY', '957069 CALENDAR CHEESE CO P/L']"
2262981P,Continental,Creamy Spinach Parmesan & Bacon Pasta Serves 2,Pantry,2.0,2.0,0.0,91g,91g,$pecials,$pecials,True,['421901 UNILEVER A/ASIA FOODS'],['421901 UNILEVER A/ASIA FOODS']
5226408P,Scotchgard,Fabric Protector,Household,12.0,12.0,0.0,350g,350g,,,True,['46868 3M (AUST) P/L'],['46868 3M (AUST) P/L']
3734124P,Durex,Fetherlite Ultra Extra Lube Condoms,Health & Beauty,10.99,10.99,0.0,10 pack,10 pack,,,True,['672882 RECKITT BENCKISER (AUST) P/L'],['672882 RECKITT BENCKISER (AUST) P/L']
3762935P,Tom Organic,Period Brief Regular Flow Size M,Health & Beauty,15.0,15.0,0.0,1 each,1 each,,,True,['967792 TOM ORGANIC'],['967792 TOM ORGANIC']
7599461P,Dine,Saucy Morsels With Tuna And Cheese Wet Cat Food Tray,Pet,1.15,1.15,0.0,85g,85g,,,True,['47392 MARS PETCARE AUSTRALIA'],['47392 MARS PETCARE AUSTRALIA']
3288823P,Coles,Original Breadsticks,Summer Entertaining,2.5,2.5,0.0,125g,125g,,,True,['974732 CANSIMAG FRANCE'],['974732 CANSIMAG FRANCE']
286843P,Hoyts,Mixed Herbs,Pantry,1.6,1.6,0.0,25g,25g,,,True,"['21300 HOYT FOOD MANUF IND P/L', '99066 L MONFORTE & CO']","['21300 HOYT FOOD MANUF IND P/L', '99066 L MONFORTE & CO']"
9540299P,Coles,Jasmine Rice,Pantry,5.5,5.5,0.0,2kg,2kg,,,True,"['976815 KHAO BUATIP MARKETING CO LTD (CB', '974408 KMC INTER RICE (2002) COLTD', '145823 OVERSEAS SUPPLIER', '950277 INTERNATIONAL RICE & PRODUCTS CO', '923237 GLOBAL PROCUREMENT P/L HOUSEBRAN']","['976815 KHAO BUATIP MARKETING CO LTD (CB', '974408 KMC INTER RICE (2002) COLTD', '145823 OVERSEAS SUPPLIER', '950277 INTERNATIONAL RICE & PRODUCTS CO', '923237 GLOBAL PROCUREMENT P/L HOUSEBRAN']"
1566903P,Moccona,Cafe Classic Latte Sachets 10 pack,Pantry,4.5,4.5,0.0,150g,150g,$pecials,$pecials,True,['633861 JACOBS DOUWE EGBERTS AU P/L'],['633861 JACOBS DOUWE EGBERTS AU P/L']
287041P,Hoyts,Garlic Powder,Pantry,1.3,1.3,0.0,25g,25g,,,True,"['99066 L MONFORTE & CO', '21300 HOYT FOOD MANUF IND P/L']","['99066 L MONFORTE & CO', '21300 HOYT FOOD MANUF IND P/L']"
3416130P,Head & Shoulders,Ultra Men 2 in 1 Deep Clean Shampoo + Conditioner,Health & Beauty,19.0,19.0,0.0,550mL,550mL,,,True,['422720 PROCTER & GAMBLE AUST P/L'],['422720 PROCTER & GAMBLE AUST P/L']
3512665P,On The Menu,Spaghetti Bolognese,Pantry,3.5,3.5,0.0,400g,400g,$pecials,$pecials,True,['963764 VESCO FOODS P/L'],['963764 VESCO FOODS P/L']
2263011P,Continental,Roast Chicken & Leek Risotto Serves 2,Pantry,2.0,2.0,0.0,115g,115g,$pecials,$pecials,True,['421901 UNILEVER A/ASIA FOODS'],['421901 UNILEVER A/ASIA FOODS']
8724490P,Cradle Bay,East Coast Pinot Grigio 750mL,Liquor,9.0,9.0,0.0,1 Each,1 Each,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3861096P,Hans,Leg Ham & Tomato Chutney Lunch Plate,Back to School,6.5,6.5,0.0,110g,110g,,,True,['328677 PRIMO FOODS PTY LTD'],['328677 PRIMO FOODS PTY LTD']
1814142P,Massel,7 Bouillon Cubes Beef Style,Pantry,1.0,1.0,0.0,35g,35g,,,True,['426105 MASSEL AUST P/L'],['426105 MASSEL AUST P/L']
3231258P,Coles,Glue Sticks,Back to School,1.95,1.95,0.0,2 pack,2 pack,$pecials,$pecials,True,['972613 FPL GROUP LIMITED'],['972613 FPL GROUP LIMITED']
3273270P,Coles,Vintage British Cheddar,"Dairy, Eggs & Meals",4.5,4.5,0.0,200g,200g,,,True,"['975037 DAIRY DIFFERENT FOOD COMPANY', '963209 KEBIA (IMPORTEX) P/L', '975174 BRADBURYS CHEESE PTY LTD']","['975037 DAIRY DIFFERENT FOOD COMPANY', '963209 KEBIA (IMPORTEX) P/L', '975174 BRADBURYS CHEESE PTY LTD']"
277886P,Nilodor,Concentrate Deodorizer,Household,7.5,7.5,0.0,7.5mL,7.5mL,,,True,['9091 PZ CUSSONS AUST P/L'],['9091 PZ CUSSONS AUST P/L']
3230834P,Sunrice,Gluten Free Tri-Blend Supergrain Steamed Rice 2 Cups,Pantry,3.0,3.0,0.0,250g,250g,$pecials,$pecials,True,"[' AIR GUITAR AUSTRALIA', '42030 SUNRICE', '951699 AIR GUITAR AUSTRALIA']","[' AIR GUITAR AUSTRALIA', '42030 SUNRICE', '951699 AIR GUITAR AUSTRALIA']"
1279800P,Kan Tong,Pineapple Sweet & Sour Stir Fry Cooking Sauce,Pantry,3.3,3.3,0.0,515g,515g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
3758280P,Swisse,Ultiboost Immune Action,Health & Beauty,18.0,18.0,0.0,60 pack,60 pack,$pecials,$pecials,True,['953875 SWISSE VITAMINS (ACCOUNT NO 2 )'],['953875 SWISSE VITAMINS (ACCOUNT NO 2 )']
2529470P,Coles,Gluten Free Beef Burgers Graze Grass Fed Oregano & Fresh Parsley,Summer Entertaining,7.0,7.0,0.0,500g,500g,$pecials,$pecials,True,"['650790 AUSTRALIAN COUNTRY CHOICE', '956804 FARM FOODS P/L', '970071 Beak & Johnston Pty Ltd (COLESBR', '922606 THE BRITISH SAUSAGE CO P/L']","['650790 AUSTRALIAN COUNTRY CHOICE', '956804 FARM FOODS P/L', '970071 Beak & Johnston Pty Ltd (COLESBR', '922606 THE BRITISH SAUSAGE CO P/L']"
3845216P,Ecostore,Handwash Pump Vanilla & Coconut,Health & Beauty,8.0,8.0,0.0,425mL,425mL,,,True,"['975239 ECOSTORE COMPANY LIMITED', '975854 ECOSTORE COMPANY LTD']","['975239 ECOSTORE COMPANY LIMITED', '975854 ECOSTORE COMPANY LTD']"
1954050P,Coles,Microwave  Brown Rice & Quinoa,Pantry,2.0,2.0,0.0,250g,250g,,,True,"['145823 OVERSEAS SUPPLIER', '964590 AUSTRALIA INTERNATIONAL P/L (HOU']","['145823 OVERSEAS SUPPLIER', '964590 AUSTRALIA INTERNATIONAL P/L (HOU']"
3314366P,Multix,Greener Degradable Lunch Bags With Handle,Back to School,1.7,1.7,0.0,10 pack,10 pack,,,True,"[""8125 MCPHERSON'S CONSUMER PRODUCTS P/""]","[""8125 MCPHERSON'S CONSUMER PRODUCTS P/""]"
7599279P,Dine,Cuts In Gravy with Beef & Liver Wet Cat Food Tray,Pet,1.15,1.15,0.0,85g,85g,,,True,['47392 MARS PETCA'],['47392 MARS PETCA']
318553P,MasterFoods,Ground Hot Chillies,Pantry,2.9,2.9,0.0,27g,27g,,,True,['30791 MARS AUST'],['30791 MARS AUST']
3506200P,Coles,Vegan Vegetable Dim Sims,Frozen,6.0,6.0,0.0,200g,200g,,,True,['971562 TRANGSFOOD PTY LTD (COLES BRAND)'],['971562 TRANGSFOOD PTY LTD (COLES BRAND)']
2351651P,Cadbury,Dairy Milk Fruit and Nut Chocolate Block,Pantry,3.5,3.5,0.0,180g,180g,$pecials,$pecials,True,['618748 CADBURY P/L'],['618748 CADBURY P/L']
3039512P,John West,Salmon Skinless Off Succulent Fillets 2 Pack,Summer Entertaining,12.6,12.6,0.0,280g,280g,$pecials,$pecials,True,['963128 SIMPLOT AUST P/L (CHILLED PACKAG'],['963128 SIMPLOT AUST P/L (CHILLED PACKAG']
287165P,Hoyts,Whole Coriander Seeds,Pantry,1.3,1.3,0.0,25g,25g,,,True,"['21300 HOYT FOOD MANUF IND P/L', '99066 L MONFORTE & CO']","['21300 HOYT FOOD MANUF IND P/L', '99066 L MONFORTE & CO']"
1848304P,Whole Kids,Organic Apple Rice & Corn Puffs,Baby,5.15,5.15,0.0,4 pack,4 pack,,,True,['969777 Whole kids'],['969777 Whole kids']
1786193P,Red Rock Deli,Lime & Pepper Potato Chips,Summer Entertaining,2.32,2.32,0.0,165g,165g,$pecials,$pecials,True,['651451 THE SMITHS SNACKFOOD P/L'],['651451 THE SMITHS SNACKFOOD P/L']
2794109P,Cascade,Mini Mixers Ginger Beer Can 200mL,Drinks,4.4,4.0,0.40000000000000036,4 Pack,4 Pack,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
5799991P,S&B,Golden Curry Hot Sauce Mix,Pantry,3.6,3.6,0.0,92g,92g,$pecials,$pecials,True,"['641316 ORIENTAL MERCHANT P/L', '950763 ORIENTAL MERCHANT P/L (X-DOCK)']","['641316 ORIENTAL MERCHANT P/L', '950763 ORIENTAL MERCHANT P/L (X-DOCK)']"
3943215P,Dettol,Spray And Wear Pink Waterlily,Household,8.0,8.0,0.0,250mL,250mL,,,True,['672882 RECKITT BENCKISER (AUST) P/L'],['672882 RECKITT BENCKISER (AUST) P/L']
1251403P,Coles,I'M Free From Cheese Twists,Pantry,2.0,2.0,0.0,90g,90g,,,True,"['967886 YARRA VALLEY SNACK FOODS P/L (HO', '184136 LIPS CHIPS (HOUSEBRAND)']","['967886 YARRA VALLEY SNACK FOODS P/L (HO', '184136 LIPS CHIPS (HOUSEBRAND)']"
6837214P,White Glo,Professional Toothpaste,Health & Beauty,5.25,5.25,0.0,150g,150g,,,True,['927802 BARROS LABORATORIES P/L'],['927802 BARROS LABORATORIES P/L']
3425120P,Codral,Combo Pack,Health & Beauty,16.0,16.0,0.0,36 pack,36 pack,,,True,['24058 JOHNSON & JOHNSON PACIFIC P/L'],['24058 JOHNSON & JOHNSON PACIFIC P/L']
3702106P,Ti Ora,Green Tea Pomegranate & Strawberry With Kawakawa,Pantry,6.0,6.0,0.0,15 pack,15 pack,,,True,['633861 JACOBS DOUWE EGBERTS AU P/L'],['633861 JACOBS DOUWE EGBERTS AU P/L']
1760101P,Sanitarium,So Good Almond Vanilla Long Life Milk,"Dairy, Eggs & Meals",2.9,2.9,0.0,1L,1L,$pecials,$pecials,True,['129712 SANITARIUM HEALTH & WELLBEING CO'],['129712 SANITARIUM HEALTH & WELLBEING CO']
3535820P,Mojo,Hair Defining Paste,Health & Beauty,14.0,14.0,0.0,64g,64g,$pecials,$pecials,True,['934377 CREATIVE PARTNERS (AUST) LTD'],['934377 CREATIVE PARTNERS (AUST) LTD']
3479355P,4 Pines Brewing,Pacific Ale Bottle 330mL,Liquor,13.0,13.0,0.0,6 Pack,6 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3512224P,Coles,Nature's Kitchen Yellow Curry Tempeh,Pantry,5.35,5.35,0.0,200g,200g,,,True,['728292 NUTRISOY P/L'],['728292 NUTRISOY P/L']
3499738P,Coles,Urban Coffee Culture Single Origin Ground Columbia Coffee,Pantry,6.0,6.0,0.0,250g,250g,,,True,"['656186 COLES SUPERMARKETS (EXP)', '975850 SUNTORY COFFEE AUSTRALIA (COLESB', '968352 COFFEECAPS P/L']","['656186 COLES SUPERMARKETS (EXP)', '975850 SUNTORY COFFEE AUSTRALIA (COLESB', '968352 COFFEECAPS P/L']"
5160183P,Dencorub,Extra Strength Heat Rub Gel,Health & Beauty,4.32,4.8,0.47999999999999954,100g,100g,$pecials,$pecials,True,['7641 CHURCH & DWIGHT (AUST) P/L'],['7641 CHURCH & DWIGHT (AUST) P/L']
3839133P,Lifebuoy,Hand Sanitiser Spray,Back to School,7.5,7.5,0.0,150mL,150mL,,,True,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],['26867 UNILEVER A/ASIA HOME &PERSONAL C']
